,age,Medu,Fedu,traveltime,studytime,failures,health,absences,M1,M2,M3,sex_F,sex_M,address_R,address_U,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,activities_no,activities_yes,higher_no,higher_yes
196,17,4,4,1,1,0,5,4,85,75,80,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
197,16,3,3,3,1,0,3,8,45,45,50,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
198,17,4,4,2,1,1,2,24,90,90,90,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
199,16,4,4,1,2,0,3,0,45,45,50,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
200,16,4,3,1,2,0,2,2,80,80,80,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
201,16,2,3,1,2,0,4,6,40,50,50,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
202,17,1,1,1,2,0,1,4,45,45,50,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
203,17,2,2,1,1,0,3,18,35,30,30,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
204,16,2,2,2,4,0,5,6,50,50,55,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
205,17,3,4,1,3,1,5,28,50,45,45,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
206,16,3,1,1,2,3,4,5,35,35,35,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
207,16,4,3,1,2,0,1,10,55,60,65,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
208,16,1,1,2,1,0,5,6,45,45,50,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
209,17,4,3,2,3,0,4,6,35,35,35,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
210,19,3,3,1,4,0,3,10,40,40,40,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
211,17,4,4,1,2,0,3,13,60,60,65,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
212,16,2,2,1,2,0,4,0,60,65,70,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
213,18,2,2,1,2,1,5,15,30,35,40,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
214,17,4,4,1,1,0,3,12,40,50,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
215,17,3,2,2,2,0,1,2,70,75,75,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
216,17,4,3,1,2,2,1,22,30,30,20,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
217,18,3,3,1,2,1,4,13,30,30,40,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
218,17,2,3,2,1,0,3,3,35,35,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
219,17,2,2,1,3,0,4,4,45,50,50,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
220,17,2,1,2,2,0,5,2,30,30,30,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
221,17,1,1,1,3,1,5,0,30,25,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
222,16,2,3,1,2,0,3,2,80,80,85,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
223,18,2,2,2,2,0,4,0,60,65,65,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
224,16,4,4,1,3,0,5,0,65,65,70,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
225,18,3,1,1,2,1,4,16,45,40,35,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
226,17,3,2,1,2,0,3,10,80,75,75,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
227,17,2,3,1,2,0,3,2,60,55,60,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
228,18,2,1,4,2,0,3,14,50,40,45,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
229,17,2,1,2,3,0,3,10,60,50,60,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
230,17,4,3,1,2,0,3,14,65,65,70,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
231,17,2,2,2,2,0,1,4,55,55,55,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
232,17,4,4,1,2,0,2,14,55,45,45,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
233,16,4,4,1,2,0,1,2,70,65,65,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
234,16,1,1,2,2,0,5,18,45,35,30,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
235,16,3,2,2,3,0,2,10,55,45,50,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
236,17,2,2,1,2,0,4,4,70,65,65,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
237,16,2,1,1,1,0,5,20,65,60,60,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
238,17,2,1,3,2,0,3,2,65,55,55,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
239,18,2,2,1,2,1,2,0,35,35,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
240,17,4,3,2,2,0,5,14,60,60,60,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
241,17,4,4,2,2,0,4,2,50,55,60,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
242,16,4,3,1,1,0,3,0,30,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
243,16,4,4,1,1,0,5,0,65,60,60,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
244,18,2,1,2,3,0,3,0,35,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
245,16,2,1,3,1,0,4,6,90,90,90,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
246,17,2,3,2,1,0,2,4,60,60,65,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
247,22,3,1,1,1,3,1,16,30,40,40,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
248,18,3,3,1,2,1,5,8,15,25,25,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
249,16,0,2,1,1,0,5,0,65,75,75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
250,18,3,2,2,1,1,5,0,30,40,40,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
251,16,3,3,3,2,0,2,6,35,50,50,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
252,18,2,1,1,1,1,5,4,30,45,40,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
253,16,2,1,2,1,0,3,0,40,45,40,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
254,17,2,1,1,1,0,5,0,40,60,60,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
255,17,1,1,2,1,1,5,2,35,45,40,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
256,17,4,2,1,4,0,4,6,70,60,65,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
257,19,4,3,1,2,0,1,12,55,55,55,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
258,18,2,1,1,2,0,4,8,75,70,70,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
259,17,2,2,1,4,0,2,0,50,45,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
260,18,4,3,1,2,0,2,21,85,90,90,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
261,18,4,3,1,2,0,3,2,40,40,40,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
262,18,3,2,1,3,0,3,1,65,60,60,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
263,17,3,3,1,3,0,4,4,50,45,45,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
264,18,2,2,1,3,0,3,0,45,50,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
265,18,3,4,2,2,0,1,13,85,85,85,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
266,17,3,1,1,2,0,5,2,45,45,50,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
267,18,4,4,2,2,0,4,8,60,50,55,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
268,18,4,2,1,2,0,5,10,50,45,50,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
269,18,2,1,2,2,0,3,0,30,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
270,19,3,3,1,2,2,5,15,45,45,45,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
271,18,2,3,1,4,0,2,4,75,70,70,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
272,18,1,1,2,2,0,3,2,55,55,55,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
273,17,1,2,1,2,0,1,2,75,70,70,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
274,17,2,4,2,2,0,1,2,50,50,50,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
275,17,2,2,2,2,0,5,6,60,60,60,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
276,18,3,2,2,2,0,5,75,50,45,45,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
277,18,4,4,2,1,0,3,22,45,45,45,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
278,18,4,4,1,2,1,4,15,45,40,40,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
279,18,4,3,2,1,0,1,8,50,55,50,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
280,17,4,1,2,1,0,5,30,40,40,40,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
281,17,3,2,1,1,1,3,19,55,45,50,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
282,18,1,1,2,4,0,3,1,60,60,60,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
283,18,1,1,2,2,0,4,4,40,45,50,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
284,17,2,2,1,2,0,5,4,50,45,55,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
285,17,1,1,1,2,0,4,2,60,50,55,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
286,18,2,2,1,3,0,2,5,90,90,95,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
287,17,1,1,1,3,0,3,6,65,60,60,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
288,18,2,1,1,3,0,2,6,75,70,70,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
289,18,4,4,1,2,0,2,9,75,65,75,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
290,18,4,2,1,2,0,5,11,60,55,55,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
291,17,4,3,1,3,0,3,0,75,75,75,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
292,18,2,1,1,2,1,5,12,60,60,65,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
293,17,3,1,2,4,0,3,6,90,90,90,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
294,18,3,2,2,3,0,4,8,70,65,70,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
295,17,3,3,1,1,0,5,4,70,60,55,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
296,19,4,4,2,2,0,2,0,50,45,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
297,18,4,3,2,2,0,2,10,50,40,40,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
298,18,4,3,1,4,0,3,0,70,65,70,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
299,18,4,4,1,1,0,1,5,80,75,80,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
300,18,4,4,1,2,0,4,14,60,50,55,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
301,17,4,4,2,1,0,5,0,55,55,50,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
302,17,4,2,2,3,0,3,0,75,60,70,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
303,17,3,2,1,4,0,5,0,85,85,90,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
304,19,3,3,1,2,1,3,20,75,70,65,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
305,18,2,4,1,2,1,3,8,70,60,60,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
306,20,3,2,1,1,0,5,0,85,90,90,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
307,19,4,4,2,1,1,4,38,40,45,40,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
308,19,3,3,1,2,1,5,0,75,60,60,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
309,19,1,1,1,2,1,3,18,60,50,50,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
310,19,1,2,1,2,1,3,0,45,45,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
311,19,2,1,3,2,0,2,20,70,60,65,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
312,19,1,2,1,2,1,4,3,65,55,55,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
313,19,3,2,2,2,1,1,22,65,50,55,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
314,19,1,1,1,3,2,3,14,75,65,65,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
315,19,2,3,1,3,1,3,40,65,55,55,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
316,18,2,1,2,2,0,1,0,40,40,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
317,18,4,3,1,3,0,5,9,45,50,45,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
318,17,3,4,1,3,0,5,0,55,55,50,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
319,18,4,4,1,2,0,5,2,55,55,55,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
320,17,4,3,1,2,0,5,23,65,65,65,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
321,17,2,2,1,2,0,3,12,55,45,45,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
322,17,2,2,1,3,0,3,3,55,55,55,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
323,17,3,1,1,3,0,5,1,60,70,75,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
324,17,0,2,2,3,0,2,0,80,75,75,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
325,18,4,4,1,3,0,3,3,45,60,55,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
326,17,3,3,1,1,0,5,3,70,75,80,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
327,17,2,2,4,1,0,4,8,55,50,50,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
328,17,4,4,1,3,0,4,7,50,45,45,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
329,17,4,4,2,3,0,4,4,70,70,70,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
330,18,2,2,1,4,0,5,2,45,40,40,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
331,17,2,4,1,3,0,5,7,60,70,70,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
332,18,3,3,1,2,0,4,0,35,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
333,18,2,2,1,2,0,2,0,40,40,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
334,18,2,2,2,4,0,4,0,50,45,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
335,17,3,4,1,3,0,5,16,80,75,75,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
336,19,3,1,1,3,1,5,12,70,65,65,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
337,17,3,2,1,2,0,2,0,35,40,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
338,18,3,3,1,4,0,1,7,80,75,85,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
339,17,3,2,1,2,0,2,4,45,50,50,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
340,19,2,1,1,3,1,3,4,55,60,55,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
341,18,4,4,1,2,1,2,0,50,50,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
342,18,3,4,1,2,0,5,11,80,75,75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
343,17,2,2,1,2,1,4,0,45,40,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
344,18,2,3,1,3,0,3,4,55,50,50,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
345,18,3,2,1,3,0,1,7,65,65,70,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
346,18,4,3,1,3,0,4,9,80,75,80,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
347,18,4,3,1,3,0,5,0,50,50,45,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
348,17,4,3,1,3,0,4,0,65,75,75,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
349,18,3,2,2,1,1,5,10,55,65,65,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
350,19,1,1,3,2,3,2,8,40,35,40,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
351,17,3,3,2,2,0,3,2,65,65,65,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
352,18,1,3,1,1,1,3,7,40,35,40,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
353,19,1,1,3,1,1,5,4,40,40,40,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
354,17,4,3,2,2,0,2,4,65,55,55,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
355,18,3,3,1,2,0,5,0,50,45,45,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
356,17,4,4,2,2,0,5,4,60,65,65,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
357,17,3,2,2,2,0,5,2,60,60,55,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
358,18,1,1,2,1,0,3,4,50,50,50,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
359,18,1,1,2,3,0,4,0,90,80,80,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
360,18,1,4,3,2,0,5,0,65,65,65,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
361,18,1,1,2,2,1,5,2,65,60,60,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
362,18,3,3,2,2,0,3,0,55,55,50,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
363,17,4,4,1,2,0,1,0,80,75,75,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
364,17,1,2,2,2,0,3,0,60,55,60,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
365,18,1,3,2,2,0,3,4,50,50,50,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
366,18,4,4,2,3,0,5,0,65,65,65,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
367,17,1,1,3,1,1,1,0,35,30,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
368,18,2,3,2,1,0,4,0,55,50,50,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
369,18,4,4,3,2,0,5,10,70,60,55,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
370,19,3,2,2,2,2,3,4,35,35,45,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
371,18,1,2,3,1,0,3,3,70,60,60,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
372,17,2,2,1,3,0,3,8,65,55,55,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
373,17,1,2,1,1,0,1,14,30,25,25,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
374,18,4,4,2,3,0,1,0,95,90,95,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
375,18,1,1,4,3,0,4,2,40,40,50,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
376,20,4,2,2,3,2,3,4,75,70,75,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
377,18,4,4,1,2,0,2,4,40,45,50,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
378,18,3,3,1,2,0,1,0,75,75,75,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
379,17,3,1,1,2,0,1,17,50,50,50,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
380,18,4,4,1,2,0,2,4,75,70,70,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
381,18,2,1,2,1,0,5,5,35,30,35,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
382,17,2,3,2,2,0,3,2,55,55,50,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
383,19,1,1,2,1,1,5,0,30,25,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
384,18,4,2,2,1,1,3,14,30,25,25,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
385,18,2,2,2,3,0,4,2,50,45,50,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
386,18,4,4,3,1,0,5,7,30,25,30,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
387,19,2,3,1,3,1,5,0,35,25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
388,18,3,1,1,2,0,1,0,35,45,40,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
389,18,1,1,2,2,1,5,0,30,25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
390,20,2,2,1,2,2,4,11,45,45,45,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
391,17,3,1,2,1,0,2,3,70,80,80,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
392,21,1,1,1,1,3,3,3,50,40,35,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
393,18,3,2,3,1,0,5,0,55,60,50,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
394,19,1,1,1,1,0,5,5,40,45,45,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
